epoch,loss,test_acc
1,0.7504404315253352,0.8015
2,0.527172159203483,0.8156
3,0.49728974486555894,0.8208
4,0.48110069833753055,0.8229
5,0.4699966625484359,0.825
6,0.4615561668677708,0.8258
7,0.4547765819770296,0.8274
8,0.44914390638356316,0.8284
9,0.44435570322339185,0.8295
10,0.4402166826798178,0.8298
11,0.4365923248441018,0.831
12,0.4333855271186975,0.8315
13,0.4305237186381884,0.832
14,0.42795120191086283,0.8317
15,0.4256242539952783,0.8321
16,0.423507967720861,0.832
17,0.42157404448675073,0.8323
18,0.4197992204552721,0.832
19,0.41816418314986215,0.8326
20,0.41665272875819975,0.8326
21,0.4152511422286558,0.8323
22,0.4139477161266615,0.8322
23,0.412732405087832,0.8326
24,0.41159651316035434,0.8325
25,0.4105324827115554,0.8329
26,0.40953370143690376,0.8332
27,0.40859435845518965,0.8333
28,0.4077093499472074,0.833
29,0.4068741156621967,0.833
30,0.40608461589916894,0.833
31,0.40533725170375745,0.8331
32,0.40462877290785465,0.8334
33,0.403956291353916,0.8333
34,0.4033171783780198,0.8336
35,0.40270905829299136,0.8339
36,0.40212978601760574,0.8338
37,0.4015774139586617,0.8338
38,0.4010501590073871,0.8339
39,0.4005463986902896,0.8334
40,0.4000646383180033,0.8333
41,0.3996035257721191,0.8332
42,0.39916180055159745,0.8329
43,0.3987383099315721,0.8329
44,0.39833200176048766,0.8329
45,0.3979418754501416,0.8324
46,0.39756703163351853,0.8321
47,0.39720663157722835,0.8319
48,0.39685988708225356,0.832
49,0.3965260744704615,0.8317
50,0.39620451236624854,0.8321
51,0.3958945847533243,0.8323
52,0.3955956894875792,0.8319
53,0.3953072807520552,0.8323
54,0.39502885110695346,0.8324
55,0.39475990961427276,0.8321
56,0.39450000306529465,0.832
57,0.3942487246697516,0.832
58,0.39400567015266175,0.832
59,0.3937704532271456,0.8315
60,0.3935427379882549,0.8316
61,0.393322185139217,0.8315
62,0.39310848366116624,0.8315
63,0.39290133709340447,0.8316
64,0.3927004688688556,0.8316
65,0.3925056185030266,0.8316
66,0.3923165346579174,0.8314
67,0.39213297586611773,0.8315
68,0.39195472611795606,0.8314
69,0.39178157111872797,0.8315
70,0.3916133108270138,0.8314
71,0.39144975293780226,0.8315
72,0.39129071574076973,0.8315
73,0.39113602469034514,0.8314
74,0.39098552841207257,0.8314
75,0.3908390573147313,0.8316
76,0.3906964707709944,0.8316
77,0.39055761946436696,0.8316
78,0.39042237138046937,0.8317
79,0.3902906086057653,0.8317
80,0.3901621919230122,0.8316
81,0.3900370153853351,0.8317
82,0.38991495944045085,0.8314
83,0.3897959269449839,0.8314
84,0.3896798028436768,0.8314
85,0.38956649959697137,0.8314
86,0.3894559175462064,0.8314
87,0.3893479684277264,0.8314
88,0.3892425661120573,0.8312
89,0.38913963270156887,0.8313
90,0.3890390832100988,0.8313
91,0.3889408414168736,0.8311
92,0.38884483658901564,0.8312
93,0.38875099837475113,0.8312
94,0.388659265263916,0.8312
95,0.38856956930569064,0.831
96,0.3884818427398077,0.831
97,0.3883960301537648,0.8308
98,0.3883120736197742,0.8308
99,0.3882299248138657,0.8305
100,0.38814951913893375,0.8304
