epoch,loss,knn_acc
1,3.095138661066691,
2,1.799943784872691,
3,1.4200456122557321,
4,1.228232280566142,
5,1.1009099981723687,0.6324
6,1.000243042065547,
7,0.9368372296675658,
8,0.8885497267429645,
9,0.8455675803698026,
10,0.8120872625937828,0.6863
11,0.7802241262717124,
12,0.7557748357454935,
13,0.7315861384073893,
14,0.7067670264305213,
15,0.6985162901572692,0.6988
16,0.6790784523273126,
17,0.6677806429373913,
18,0.6467193087706199,
19,0.6368389547635347,
20,0.6287774289265657,0.7183
21,0.6182774941890667,
22,0.6117091009250054,
23,0.5976474488392854,
24,0.5842865005517617,
25,0.573349869174835,0.7312
26,0.5686933788733605,
27,0.5644691500908289,
28,0.5528404897604233,
29,0.5546208704129244,
30,0.5383241800161508,0.7371
31,0.5371057801521741,
32,0.531686084316327,
33,0.5269020614715723,
34,0.5177185565997393,
35,0.5103358050187429,0.7499
36,0.5100053943120516,
37,0.5072171627711027,
38,0.5021728444557924,
39,0.499467553007297,
40,0.4887122122905193,0.7535
41,0.49549603385803026,
42,0.4806921840478212,
43,0.47846952821963873,
44,0.4676387834243285,
45,0.46612342733603257,0.7551
46,0.46703136632075676,
47,0.46316359509260224,
48,0.45659184020299176,
49,0.4532713352105556,
50,0.4529838652182848,0.7618
51,0.44638359554303,
52,0.4401498407889635,
53,0.43666365582209365,
54,0.4381475589978389,
55,0.43400076276216754,0.7654
56,0.4317002521111415,
57,0.429032499056596,
58,0.4312193611493477,
59,0.43043054197079095,
60,0.4249426439022407,0.7704
61,0.42497821694765336,
62,0.4197964045481804,
63,0.4092926208789532,
64,0.41406843815094385,
65,0.4093747219978235,0.7732
66,0.40142000420735435,
67,0.4072212025523186,
68,0.4085603341460228,
69,0.39978493253389996,
70,0.39616048358953915,0.7771
71,0.3946933203018629,
72,0.3943187230672592,
73,0.39090886123669455,
74,0.38760363780535184,
75,0.38570425632672434,0.7843
76,0.3856609360147745,
77,0.39195288740671597,
78,0.380883094171683,
79,0.3842450085358742,
80,0.37974854826163024,0.787
81,0.3821584212856415,
82,0.37616009490612223,
83,0.37603286439791705,
84,0.37874587506819996,
85,0.37389777562557125,0.7836
86,0.36864957289818007,
87,0.3696884668790377,
88,0.3692808746527403,
89,0.3615599277309882,
90,0.3691793252642338,0.7897
91,0.36041524135149444,
92,0.3676011305588942,
93,0.3625685104192832,
94,0.3598739081086257,
95,0.35606023569901785,0.7955
96,0.359605246820511,
97,0.358627467086682,
98,0.3514319970821723,
99,0.354413161560511,
100,0.35250791162252426,0.7918
101,0.35160565571143076,
102,0.3417262913706975,
103,0.3523410074985944,
104,0.35113279616985565,
105,0.346824845404197,0.7936
106,0.34880431653597416,
107,0.34118055277145826,
108,0.3398331675774012,
109,0.3382207101736313,
110,0.337420627895074,0.7975
111,0.34067117445744,
112,0.33835919071466497,
113,0.3336797056671901,
114,0.3400075568984716,
115,0.3336319150068821,0.8033
116,0.3328451670897313,
117,0.33280296012377125,
118,0.33220812372672254,
119,0.32910341845873076,
120,0.3251737267543108,0.8009
121,0.326245752397256,
122,0.32450773807672356,
123,0.32207259642772185,
124,0.3273401501851204,
125,0.3249357520769804,0.8072
126,0.3264341142315131,
127,0.3234022077077474,
128,0.31929810157953165,
129,0.31675033003855974,
130,0.31752499586496596,0.8076
131,0.3210779711222037,
132,0.31787751328486663,
133,0.3190864997796523,
134,0.3198980845702,
135,0.31241753961031254,0.8072
136,0.3158653246286588,
137,0.32075798698724844,
138,0.30914491697763785,
139,0.3150926310664568,
140,0.3156997163326312,0.8127
141,0.3117619572923734,
142,0.30935989178908174,
143,0.3076105557955228,
144,0.31012129928821175,
145,0.3083184975080001,0.8083
146,0.3048002424530494,
147,0.3067829177165643,
148,0.3068337321663514,
149,0.3064924529729745,
150,0.30430587331453957,0.8118
151,0.30232314413938766,
152,0.30280484091012905,
153,0.30321772469159886,
154,0.2975719107649265,
155,0.30110179575589985,0.8123
156,0.30484403627805223,
157,0.30162525677528135,
158,0.3030610705033327,
159,0.30167332245753364,
160,0.29525594875598565,0.8147
161,0.2971214342957888,
162,0.29549481509587705,
163,0.29411624708236794,
164,0.29669361523328686,
165,0.2910271556713642,0.8097
166,0.2958948619090594,
167,0.29218336190932837,
168,0.2967842956384023,
169,0.297123187321883,
170,0.2914746812520883,0.8191
171,0.29073802526944725,
172,0.2907162836346871,
173,0.2905971735333785,
174,0.2893988605111073,
175,0.2907356740954595,0.8188
176,0.29225551508940184,
177,0.28419840240325683,
178,0.28622184961270064,
179,0.2872471208755787,
180,0.285208947574481,0.8205
181,0.2863151131532131,
182,0.2841824736732703,
183,0.28496518574464014,
184,0.2828605115795747,
185,0.2810874535105167,0.8182
186,0.28433301341839323,
187,0.28160499361081,
188,0.2853710375153101,
189,0.2810058341576503,
190,0.28261785484277285,0.8166
191,0.2784127635833545,
192,0.2842676051534139,
193,0.27964403262505166,
194,0.2792773807660127,
195,0.2767705430587133,0.8146
196,0.2809536764637018,
197,0.27962938982706803,
198,0.27494853815207115,
199,0.2725869703369263,
200,0.2783258678439336,0.8205
